"Solo Leveling","https://www.scantrad-union.com/wp-content/uploads/2018/11/31477.jpg?x96025","0",""
"One Piece","https://www.nautiljon.com/images/anime/00/60/one_piece_6.jpg","1",""
"My Hero Academia","https://cdn.shopify.com/s/files/1/0747/3829/products/mz1096_1024x1024.jpeg?v=1485014933","2",""
"One Punch Man","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR-SbmjrnooAVSd5hgT6E0ZV5-cJVdA2JXS0QEuozYvWLPFwEa5","3",""
"Dr Stone","http://www.lazonemanga.fr/wp-content/uploads/2019/07/dr-stone.jpg","4",""
